"","user_id","age","sex","expect_quota","max_month_repay","occupation","education","marital_status","live_info","local_hk","money_function","company_type","salary","school_type","flow","gross_profit","business_type","business_year","personnel_num","pay_type","product_id","tm_encode","nrows_unique","nrows"
"29","0030b4b81ae52c7fc3c0b67ab8f007cd","26",2,5000,NA,2,3,1,4,3,2,3,4000,0,0,0,0,0,0,0,1,21828199,4,7
"30","003321324da0965216c13de93f8e7b98","27",2,5000,NA,2,3,1,2,1,0,4,15000,0,0,0,0,0,0,0,1,9366367,3,6
"31","00360a586831e14a53067a41e755f122","22",1,5000,NA,2,3,1,4,4,0,1,1700,0,0,0,0,0,0,0,1,9098309,4,8
"32","0038683d891587929beec63a8ccfd138","25",1,20000,NA,2,4,1,3,1,0,1,1300,0,0,0,0,0,0,0,1,20532384,2,6
"33","003cdb3b7815eb7a585d83484562fc05","23",2,500,NA,2,4,1,4,3,0,5,3000,0,0,0,0,0,0,0,1,17850072,2,6
"34","0040972411cf8b40e39147634b2d7038","28",1,10000,NA,2,2,1,6,2,4,1,6000,0,0,0,0,0,0,0,1,21389492,2,6
"35","00420f7e08efa03776ca781ad31afde7","24",1,2000,NA,2,3,1,4,3,0,5,6000,0,0,0,0,0,0,0,1,18034361,2,6
"36","004459f1570a1551204c4f167c84eec1","31",1,30000,NA,2,4,3,6,3,0,5,4500,0,0,0,0,0,0,4,1,8966268,3,6
"37","0044db7101f4ab89318145078271067e","24",1,5000,1000,2,3,1,0,NA,NA,0,8000,NA,NA,NA,NA,NA,NA,NA,2,21321202,3,6
"38","0046388e877e9d701ddf4b295aef7587","27",1,40000,NA,2,2,2,1,1,0,5,5000,0,0,0,0,0,0,0,1,18875606,2,6
"39","004832995242e9c95413bdba6419f99e","25",1,5000,NA,2,3,1,4,2,0,5,4000,0,0,0,0,0,0,0,1,16723132,4,8
"40","0048aeebb27c9b7cb7ef2df846e26125","27",1,10000,1000,2,3,1,0,NA,NA,0,4000,NA,NA,NA,NA,NA,NA,NA,2,22166786,4,11
"41","004a6174d2571a126290358890da605e","22",1,2000,NA,2,4,1,6,2,1,5,2147483647,0,0,0,0,0,0,0,1,21996753,2,6
"42","004f51ea556924071a5b090e33e1efa5","26",1,20000,2500,2,4,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,19952750,2,6
"43","00503614473df2e17aff6d61183bc995","24",1,10000,NA,2,3,1,6,4,0,5,3000,0,0,0,0,0,0,0,1,19329820,2,6
"44","0052dadf58d258d8398a4cd41dc2f6ff","36",1,20000,NA,2,3,3,2,1,0,4,5000,0,0,0,0,0,0,0,1,19571024,2,6
"45","00533b3e43bbe09accfd2e0a7595ec42","24",1,10000,NA,2,3,1,6,3,0,5,3500,0,0,0,0,0,0,0,1,18535390,4,8
"46","005949e23c59b10ccb5165fd019652db","26",1,5000,NA,4,3,3,1,2,2,0,8000,0,0,0,0,0,0,1,1,21813993,2,6
"47","005e60b2851ec15318378a597a18e00a","33",1,2000,2000,2,4,4,0,NA,NA,0,3400,NA,NA,NA,NA,NA,NA,NA,2,22421687,4,8
"48","005f0a5e7f428309e755c465741f205f","35",1,8000,NA,2,4,3,3,2,0,3,5300,0,0,0,0,0,0,0,1,19819332,2,6
"49","00603c0cd9c033e5e5d39b0801eb957b","28",1,1000,NA,2,3,3,6,2,2,5,5000,0,0,0,0,0,0,0,1,21140396,2,6
"50","006356873a6000545e75060d9e883c92","32",1,8000,6500,2,3,4,0,NA,NA,0,8000,NA,NA,NA,NA,NA,NA,NA,2,21555089,3,6
"51","006436d5e63515831299fc6c18add706","31",1,10000,NA,2,3,3,2,4,0,5,8000,0,0,0,0,0,0,0,1,19307953,2,6
"52","006ab3de69576bc27a32f0dd8f23acb3","28",2,1000,NA,4,2,3,3,3,0,0,3000,0,0,0,0,0,0,3,1,19574387,2,6
"53","006ae1babc43475f6f3c07159c92b225","53",2,5000,NA,2,2,3,1,1,0,5,2200,0,0,0,0,0,0,0,1,16219870,2,6
"54","006b2274d2caabf1f21d464af13e0196","26",1,10000,NA,4,3,3,2,2,0,0,8000,0,0,0,0,0,0,1,1,19658019,2,6
"55","006b892526e51028447c6618c1c33cb1","26",2,3000,500,2,4,1,0,NA,NA,0,5000,NA,NA,NA,NA,NA,NA,NA,2,22440050,6,9
"56","006e9838a1752332e43c1ec18ce1ee18","30",1,40000,NA,2,3,3,4,4,0,4,6000,0,0,0,0,0,0,0,1,15690962,2,6
"57","0070c20b549b9268f21cd773b266d26b","36",1,10000,NA,2,2,3,6,1,9,1,5000,0,0,0,0,0,0,0,1,21067898,2,6
"58","007184a4d8ab3ac46a2f1dd676c6a6b9","26",1,1000,NA,2,2,2,4,4,2,5,6000,0,0,0,0,0,0,0,1,22016013,2,6
"59","00719cafee65d1af206a89c2737bbe38","25",1,3000,NA,2,2,1,6,2,2,5,4000,0,0,0,0,0,0,0,1,21973618,7,14
"60","00736e38a493e183adbf5b42a832d44a","28",1,5000,NA,2,2,3,3,1,2,1,2500,0,0,0,0,0,0,0,1,21482892,2,6
"61","0078a94891f9d8707af07955135c109b","26",1,10000,5000,2,3,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,19568213,3,7
"62","007d1c65ed21f58de6b69a43c2bbac93","34",1,20000,NA,2,3,3,1,1,0,4,4500,0,0,0,0,0,0,0,1,20514699,2,6
"63","008236bf97e2f5fc1bd91eb163efe389","29",2,20000,NA,4,3,3,4,1,0,0,8000,0,0,0,0,0,0,5,1,18524468,2,6
"64","008296b7893b6dc7c322e72989d926fc","NONE",0,0,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,18981249,3,5
"65","0086d875078431f3013ef8ce11f7332e","30",1,1000,NA,2,4,3,1,2,0,5,5000,0,0,0,0,0,0,0,1,11030799,3,7
"66","0090b5a637966362570f8f864dbaa8b7","28",1,10000,NA,2,4,3,3,1,0,4,2700,0,0,0,0,0,0,0,1,20194609,2,6
"67","0092555aac81cb8b713dfd2f410ac89a","22",1,30000,NA,2,3,1,3,1,0,5,8000,0,0,0,0,0,0,0,1,18374427,2,6
"68","00952c0e3e9690ec79ec34273f6d09c2","25",1,10000,NA,2,3,2,1,3,3,5,6000,0,0,0,0,0,0,0,1,22202797,2,6
"69","00968a24dd3c539e1a540154a304bdaf","49",1,1000,NA,2,3,3,1,4,0,5,15000,0,0,0,0,0,0,0,1,20711040,2,6
"70","0096c2d6728074152617de511369a1ae","23",1,10000,NA,2,4,1,3,2,0,5,5000,0,0,0,0,0,0,0,1,20257175,2,6
"71","00991e5beebb6464e97918f25203c8c3","26",2,5000,NA,4,3,1,4,3,7,0,5000,0,0,0,0,0,0,1,1,21857039,2,6
"72","009967c67d00773336c05650abdab824","39",1,2000,NA,2,3,3,1,1,2,2,3000,0,0,0,0,0,0,0,1,21380168,3,7
"73","009ed02ddd91fa930cbfe83c42677546","29",1,3000,NA,2,3,1,4,3,10,5,8000,0,0,0,0,0,0,0,1,20900197,3,7
"74","00a20506df0810f06dbba90006475f54","25",1,10000,NA,2,3,1,1,2,0,5,4000,0,0,0,0,0,0,0,1,19215008,2,6
"75","00a4834ee206580943b783b6a9648235","25",2,10000,1000,2,4,2,0,NA,NA,0,3000,NA,NA,NA,NA,NA,NA,NA,2,22256156,2,6
"76","00a52cee69df3c7becb60b4319edd895","25",2,30000,NA,4,3,3,1,2,0,0,4700,0,0,0,0,0,0,2,1,19078976,2,6
"77","00a9f42dd5142be67ff07ac98eb9a649","23",1,20000,3000,4,3,1,0,NA,NA,0,5000,NA,NA,NA,NA,NA,NA,NA,2,19218310,9,17
"78","00ab3702456bca1d166d44e839777c40","22",2,2000,NA,4,2,1,3,1,2,0,2800,0,0,0,0,0,0,5,1,22166604,2,6
"79","00b044f900706c35dfeeb82cdbb7a14d","22",1,5000,NA,2,4,1,4,4,0,5,2500,0,0,0,0,0,0,0,1,9105118,2,5
"80","00b32881ce442808ae9f07d1c267c671","31",2,10000,1000,2,3,4,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,22159863,2,8
"81","00b3657d6c2ad013eac4d7fdb01b8218","24",2,20000,NA,2,3,1,3,1,0,5,3500,0,0,0,0,0,0,0,1,9127214,2,5
"82","00ba68cc3057b6947f8ef001d3a32989","37",1,10000,1000,2,2,3,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,22393318,3,15
"83","00bb47c5cb264a4693af0c2cff61dc48","31",1,9000,NA,2,4,1,3,2,0,5,5500,0,0,0,0,0,0,0,1,13284396,3,11
"84","00bf5ea7a1a5e1f8d93363f2968b26f1","24",2,1000,NA,2,4,1,3,2,6,5,5000,0,0,0,0,0,0,0,1,21655510,2,6
"85","00c5710bcde8eda8c4aec730a398e982","27",1,20000,NA,4,1,1,3,4,0,0,3000,0,0,0,0,0,0,1,1,19919982,2,6
"86","00c7651afaf8b9d05cdaeddbfc652e2c","28",1,30000,5000,4,2,3,0,NA,NA,0,1800,NA,NA,NA,NA,NA,NA,NA,2,21484945,4,7
"87","00cb47623d2737de060a8c9ecea7bdcc","42",1,50000,5000,5,4,3,0,NA,NA,0,8000,NA,NA,NA,NA,NA,NA,NA,2,21732307,2,5
"88","00d3590648b2c886be28e6da4dbf72a6","36",1,50000,NA,3,4,4,1,2,0,0,10000,0,100000,15000,1,5,1,1,1,7127967,4,8
"89","00d3648b547d9e5ad16cbcd980a476a4","48",1,20000,NA,4,3,3,1,2,5,0,5000,0,0,0,0,0,0,2,1,21559343,2,6
"90","00d41c96d3a4f58ca869b4ff5a2f893d","27",1,5000,NA,2,2,1,3,1,0,4,5000,0,0,0,0,0,0,0,1,17431916,2,6
"91","00d4af0b4c95fee5bf057991dc96e8f9","22",2,3000,NA,2,4,2,4,2,0,4,3500,0,0,0,0,0,0,0,1,19941841,2,6
"92","00d71a249ef7ae794c27272ad6e01f89","30",1,3000,NA,2,4,3,2,2,2,5,5000,0,0,0,0,0,0,0,1,20974820,3,6
"93","00d97bcbcd3185b9179e070b37ac6c71","24",1,10000,NA,2,3,1,4,2,0,5,4000,0,0,0,0,0,0,0,1,16638967,2,6
"94","00daf5e712665f3bcac7497341900123","25",1,20000,NA,3,3,3,1,2,0,0,0,0,150000,0,1,4,1,0,1,18546906,2,6
"95","00dafb45cbe6af3583bfee191d188961","26",2,30000,3500,2,4,2,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,21397755,2,5
"96","00df692d36f4b833785cfdf5668a70c9","42",1,20000,5000,2,3,4,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,22529563,4,10
"97","00e1d0e4db2d734288904d38c83ae87e","30",1,1000,NA,2,2,1,4,1,0,5,6000,0,0,0,0,0,0,0,1,9378073,2,5
"98","00e4cb1be3849d76296cb90b22855d35","20",1,50000,NA,2,4,1,4,3,0,5,4000,0,0,0,0,0,0,0,1,20100563,3,7
"99","00e5631d6a147bd9947e7f426ea3e523","21",1,10000,NA,2,4,1,6,3,1,3,3200,0,0,0,0,0,0,0,1,21048797,2,6
"100","00e92fb3de3533178532f364f6937926","23",1,20000,NA,2,4,1,6,4,0,5,5000,0,0,0,0,0,0,0,1,9033317,2,5
"101","00e975724a1f22cbe7c628a2a10a3925","24",1,10000,NA,4,3,1,2,2,0,0,5000,0,0,0,0,0,0,5,1,10415825,2,5
"102","00ec179d2c169a720f8f5e1885a4ad9a","34",1,40000,NA,2,2,3,1,1,0,1,4800,0,0,0,0,0,0,0,1,17056670,2,9
"103","00ed2bd0d2da93ab1dc4d4142fdf21de","27",1,1000,NA,2,3,1,2,2,10,5,3500,0,0,0,0,0,0,0,1,21813051,2,6
"104","00ee705d94bf2b32bf9b187852a3d61c","29",1,3000,NA,4,4,3,6,4,2,0,6000,0,0,0,0,0,0,1,1,22178392,2,6
"105","00eeac2a71fe6b2d90955413ccfcb8fc","28",1,5000,NA,2,2,1,4,1,0,5,4000,0,0,0,0,0,0,0,1,17678646,2,6
"106","00f08d6faedcb521b184e217071c49af","28",1,8000,3000,2,3,2,0,NA,NA,0,3400,NA,NA,NA,NA,NA,NA,NA,2,21480118,3,7
"107","00f093d291875e321e75edd1ee420f18","26",1,20000,NA,2,4,1,2,1,3,1,5000,0,0,0,0,0,0,0,1,22173000,2,6
"108","00f92e4002b5cf53e88cc060d6d7f344","25",1,50000,NA,3,2,1,4,4,0,0,0,0,3,0,12,4,1,0,1,18807520,2,6
"109","00fcb47ae7b3a7bcae07dae0737bf780","22",2,8000,NA,2,3,1,3,1,0,1,5000,0,0,0,0,0,0,0,1,8932353,2,5
"110","00fea53e1ad38d35f4ac67712116c488","25",1,30000,NA,2,2,1,4,3,0,2,6000,0,0,0,0,0,0,0,1,19305747,2,6
"111","00ffb25cc1135e814a0693bb41f2ffc8","24",2,20000,NA,2,3,3,3,2,7,5,3000,0,0,0,0,0,0,0,1,21309377,2,6
"112","00ffb5947bb01af1cebaa40e50ae690a","25",1,11000,NA,2,4,1,6,3,2,5,550,0,0,0,0,0,0,0,1,22156618,2,6
"113","00ffed5aec8d3e38fc078b4047fc413e","28",1,3000,NA,2,4,3,1,1,1,5,3000,0,0,0,0,0,0,1,1,21685890,3,7
"114","0100220cbc2410c1a19b5ef8e3e87355","23",1,10000,NA,2,3,1,3,4,2,4,4000,0,0,0,0,0,0,0,1,21651081,2,6
"115","01011191ff89adb66ab55bcb10696d5e","24",2,80000,NA,4,4,3,2,4,0,0,6000,0,0,0,0,0,0,1,1,16975744,2,6
"116","010296ce56f9d350fb5ea48ee4a376f1","26",1,20000,NA,2,2,1,6,4,2,5,8000,0,0,0,0,0,0,0,1,21680355,2,6
"117","010303f80ac5315345d01eab498e6bdd","29",1,10000,1000,2,2,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,21409049,3,6
"118","0104f2e66e4af1ed4670f16e7fcab8f9","29",2,30000,3000,2,4,2,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,21437045,3,8
"119","01087b638d61215593b89a463d6bae28","22",1,50000,NA,3,4,3,1,2,6,0,0,0,400000,0,16,6,1,0,1,21082572,2,6
"120","010b04c9b130cf0839359cf954ae5764","21",1,10000,NA,2,4,1,2,3,2,5,3000,0,0,0,0,0,0,0,1,21655163,2,6
"121","010b5a3e31a19eaa078ad9c41792176f","27",1,5000,NA,2,3,2,1,1,0,5,4000,0,0,0,0,0,0,0,1,20503908,2,6
"122","010cdb3a41f1345a146a2729020f8a48","27",1,2000,NA,2,3,1,2,1,0,5,3000,0,0,0,0,0,0,4,1,10749754,3,7
"123","010d80bb4f29e85c8ca9c9e1c73759b4","25",1,30000,NA,2,4,1,6,4,10,5,3000,0,0,0,0,0,0,0,1,22076913,2,6
"124","01100d8db4beed8377a820035f6f7eec","33",2,5000,NA,4,4,3,2,4,2,0,3000,0,0,0,0,0,0,1,1,21453385,2,6
"125","0110c6af5f3284e356e99d502654deff","21",1,30000,NA,3,4,3,3,2,2,0,0,0,200000,0,1,2,1,0,1,21903305,2,6
"126","0111bae46e081e5ae0caea34f385e475","24",2,10000,NA,2,4,3,3,4,0,5,3500,0,0,0,0,0,0,0,1,16573741,2,6
"127","0112e715eb852151429e7b1c04bd1f62","23",1,10000,NA,2,3,1,1,2,3,5,3400,0,0,0,0,0,0,0,1,21251124,2,6
"128","01148924dfbf0aba20b3dbeedfc4357a","28",2,10000,NA,4,3,1,3,3,0,0,4250,0,0,0,0,0,0,1,1,8132783,1,4
"129","01154e8f31bb53fc35239a46de8403e8","29",1,5000,NA,2,2,2,1,1,0,1,4500,0,0,0,0,0,0,0,1,18959137,2,6
"130","0116920409a3c5e0c896e332b7de13af","28",1,5000,NA,2,3,3,3,1,0,5,5000,0,0,0,0,0,0,0,1,18030116,2,6
"131","0116a5f2447a5427b80879ed33501cfd","27",1,9500,NA,3,4,3,3,2,0,0,0,0,150000,30,1,6,1,0,1,8853062,3,6
"132","011811f5bbd0db28b5f01ef661b302be","30",1,10000,1000,2,4,3,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,22303210,3,8
"133","01188cf64e136f04223aec01c18f19c9","24",2,2000,NA,2,4,1,4,4,2,5,4000,0,0,0,0,0,0,0,1,21676804,2,6
"134","0118fe15d01d0521c19f3c67b778df3a","33",1,4500,NA,2,3,3,1,3,0,2,2800,0,0,0,0,0,0,0,1,8854741,6,13
"135","0119512f00759575d76577ad80d4e2c0","28",1,10000,NA,2,2,3,2,1,2,1,4000,0,0,0,0,0,0,0,1,21640028,2,6
"136","0119cd95030df9c2308b89ba85043251","34",1,8000,NA,4,4,2,3,2,2,0,5500,0,0,0,0,0,0,1,1,21810269,2,6
"137","0119dbc5527c5d6b2117afb24f5354fb","23",2,5000,500,2,4,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,21257844,5,14
"138","011dd872b28fb0b6d1e8c600afb9d024","31",1,50000,NA,2,3,1,3,3,0,5,8000,0,0,0,0,0,0,0,1,15524603,2,7
"139","011fe4d9a14f4486210000d7997f65d4","25",1,5000,NA,2,3,1,4,4,0,5,10000,0,0,0,0,0,0,0,1,18461782,2,6
"140","01240d19330bcf181b4e2eeb07f71c74","34",1,10000,NA,2,3,1,1,1,0,5,10000,0,0,0,0,0,0,0,1,16628197,2,6
"141","012526368b41ec97966b4c38610e62c7","33",2,50000,2000,2,3,3,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,20862820,2,5
"142","0127f7b5d03c0029a7f3d6ce5c08fc20","31",2,2000,NA,2,3,3,1,1,0,3,3200,0,0,0,0,0,0,0,1,20647896,2,6
"143","0128542485d5e881115e22124696b094","24",1,10000,NA,2,4,2,1,4,0,5,1500,0,0,0,0,0,0,0,1,18790780,2,6
"144","0129484aa6c946716eaefc0adedc8e85","38",1,2000,NA,2,3,3,2,1,1,4,3500,0,0,0,0,0,0,0,1,21651255,2,6
"145","012b146680dce268a0931dbca7e9d793","24",2,20000,2000,2,3,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,22331568,3,7
"146","012bc0e32ba1a244b8868b7a036e4b0a","48",1,20000,NA,2,4,3,1,1,0,5,5800,0,0,0,0,0,0,0,1,20712929,2,6
"147","012f692b7b09d441e04b8ccca92579a1","44",1,20000,NA,2,3,4,6,1,0,2,2900,0,0,0,0,0,0,0,1,17589511,2,6
"148","013178211b425b181c1831b80b87c228","41",1,10000,NA,2,3,3,1,2,3,5,5000,0,0,0,0,0,0,0,1,21202688,2,6
"149","01320f3784e73aa4ce3f7661b7195780","33",1,40000,NA,4,2,1,2,1,3,0,60000,0,0,0,0,0,0,3,1,21580456,2,6
"150","0132ae155cf9d951629d8ddf2a9ad6be","23",1,8000,NA,4,3,1,2,1,0,4,2500,0,0,0,0,0,0,3,1,8673131,2,7
"151","0133d3e15ed2552c43dd7e385411d16c","31",1,30000,4000,5,3,3,0,NA,NA,0,6500,NA,NA,NA,NA,NA,NA,NA,2,22080960,2,5
"152","0136e73d344015db3bee49ea157eb711","23",1,3500,NA,2,4,3,4,3,0,4,3500,0,0,0,0,0,0,0,1,18027185,2,6
"153","013720011d67c56766916f73ab042091","25",1,50000,NA,2,3,1,2,3,0,5,10000,0,0,0,0,0,0,0,1,16228207,2,6
"154","013806831dcf88dd1ff00df97fc5269b","24",1,10000,NA,2,4,1,1,1,0,5,4000,0,0,0,0,0,0,0,1,18894254,2,6
"155","0138df066f1993d4adb33e9e42460c82","27",1,50000,NA,2,3,1,4,4,0,5,5500,0,0,0,0,0,0,0,1,11005530,2,5
"156","0138f76585857726e25c16c6a71cbe1c","37",1,10000,1500,2,4,3,0,NA,NA,0,4000,NA,NA,NA,NA,NA,NA,NA,2,21465987,3,7
"157","0138fec8af4285eeb14ee4a13a15f1bc","41",2,20000,NA,2,3,3,3,2,0,5,2000,0,0,0,0,0,0,0,1,20467129,2,6
"158","013c7a463e6ef3b2b8824295da627765","24",1,20000,NA,2,4,3,1,2,0,5,5000,0,0,0,0,0,0,0,1,19044520,2,6
"159","013c99993fa47d9fab0342d38377c1d1","32",1,20000,NA,2,3,3,3,4,1,5,10000,0,0,0,0,0,0,0,1,20859160,3,6
"160","013d4612818d8ab49a5e100abafb10c5","31",2,3000,2000,2,3,1,0,NA,NA,0,10000,NA,NA,NA,NA,NA,NA,NA,2,20605118,4,8
"161","013dcdf026d71da2cbe22ed2d2f9d7cb","28",1,20000,NA,2,4,1,1,2,3,5,10000,0,0,0,0,0,0,0,1,21932928,2,6
"162","013f6b70ba98c563e139d736fd9545dc","29",1,10000,NA,4,2,1,1,1,0,0,10000,0,0,0,0,0,0,4,1,21317177,2,6
"163","01407e656ce66614ba49750f4fa3fe80","24",1,4000,NA,2,4,1,1,3,3,5,5000,0,0,0,0,0,0,0,1,21300297,2,6
"164","014178a5523257a1e4c4cd9b0a37e594","25",1,5000,1000,2,4,2,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,21136583,6,11
"165","01422c1a8524ae9a04e0625f31d59e2b","27",2,2000,NA,2,4,1,4,4,1,5,4000,0,0,0,0,0,0,0,1,21630577,4,8
"166","014397d9c717bd74f24ae073be5200fa","41",1,40000,NA,4,4,3,1,2,0,0,3000,0,0,0,0,0,0,5,1,19394662,2,6
"167","0144786fd57f5cf3d30a1743cfc7803f","25",1,60000,5000,5,3,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,20945349,2,5
"168","0147131fb3851b12b690cac25c4dc507","27",1,1000,NA,2,2,1,4,2,0,5,3500,0,0,0,0,0,0,0,1,10750391,2,5
"169","0147222225088f6b1c0c6ed33b9f93cb","27",2,20000,NA,2,3,3,1,4,0,5,3000,0,20000,4,1,4,1,0,1,18008769,3,7
"170","014ce4340122c834cbd8d71f6acc94e6","41",1,30000,NA,4,3,3,4,4,0,0,12000,0,0,0,0,0,0,4,1,9223558,2,5
"171","0150770ff8db19e156f762af5c236831","35",1,5000,NA,2,2,3,2,1,0,2,6000,0,0,0,0,0,0,0,1,19855366,2,6
"172","01507dabe89f35d2734ec777250987fd","25",2,5000,NA,2,3,1,4,2,0,2,2000,0,0,0,0,0,0,0,1,17953073,2,6
"173","015154ae019e872d1561561ff8ae5b98","23",1,30000,NA,2,4,1,3,2,0,5,1000,0,0,0,0,0,0,0,1,18436012,2,6
"174","015609620913c78194d819dcda63650a","37",1,20000,NA,2,2,3,1,1,0,1,6000,0,0,0,0,0,0,0,1,8157869,1,6
"175","01565dc98285e613eaed116e43a5b528","33",2,10000,NA,2,3,2,1,4,0,5,5000,0,0,0,0,0,0,0,1,16200306,2,6
"176","015edb6ae16a76c22d05d8e0111ae852","48",1,20000,NA,3,3,3,6,3,2,0,0,0,90000,0,2,6,1,0,1,20939802,2,6
"177","015f1e59b6fbcfa24d66c5c7961fd0b5","27",1,2000,NA,2,3,1,3,1,2,5,4000,0,0,0,0,0,0,0,1,21560417,2,6
"178","01608f438f8a270e9202e7f6bbfc69b3","25",1,3000,NA,2,3,3,1,4,0,4,3500,0,0,0,0,0,0,1,1,16196026,3,7
"179","0162d2b741bcd452bba21da0411695e6","32",1,50000,NA,4,3,3,1,2,0,0,6000,0,0,0,0,0,0,5,1,17342720,2,5
