user_id,num_rel
62,c70de32bef64aca5fe4987cc9b30e94a,110
63,e68e002b793ac4dac05225fb4513609b,490
64,619c632073d80d2754566566ee0bf562,18
65,53b56d33fd9d892d65aa25cc9f1ae626,196
66,34154c5598b0cdbc7b99ab31e9ba5847,27
67,272340d3ff9c370510abb66f68097b8c,113
68,377c98a083f649c415be53b7b3ecff88,42
69,0587db3ad2dc2249331967fd6361c8cb,46
70,27f0a540a063b5971baeb68331eb1689,110
71,73a501f5f49da8e4ae51755accfba91c,176
72,36ad02d462ab13f20355c905713b2e54,400
73,61f3a1ad811a4757356278ca8407c56e,17
74,b1a237a997295190bf50ed91f0639d27,153
75,cea043bed68f6369a5552c2a26159a84,148
76,c87b3055565631821748c77aa325ba62,20
77,9f34517844c71eb1cc4be28626ba513d,27
78,e61b29b5df1db56e14dbe247e67cff3d,294
79,e77f7aaf098776f164f132463b298e16,56
80,8f8499fc918c6e91c7dfbec506775ef0,362
81,88dfac1bb95f8181c357901a7edf7d6e,69
82,3c83d50fe51dd0831d0c8294f649238f,72
83,8a05698d2b725737a71fb7c1bc9b47cd,102
84,6ebdbd1700890784473b15f01c32f3f4,333
85,745589de35a5b9d60c6cf66312dcd4e3,621
86,6d9c4ba0bca1dc1b3d66e4ebdeda7e7e,169
87,62233f5cde60affb19cd8d7aea285e6d,68
88,714f05757e23f1147a7f06bf957a6ed2,117
89,e046258c52a3f8bbf01f345b84491afb,128
90,3558e6bfdb1f4f4b73714c3c44d52ea6,129
91,6e4d034b8da6af077a74fa2bfafea7b0,83
92,583cb8f2304768e5a6bafe541108fb9c,137
93,0975bd26dba038c3437d3875ef01a844,162
94,ed459a0b378745de7abf556c2cdb8889,581
95,634e92fa84a98683e46b18103cb640d9,142
96,3724dd78a88143474518a431045fc55e,97
97,3d9033444d5dc44d0565f212f895b5a3,88
98,8dc23be72b468b572cd93ed6af5495f8,126
99,d43091a6fd396ae7d5ac61975af7969e,1047
100,98607a2705012721ff9c645ee17360ea,54
101,301792fdff645e1f961a745538725cb9,633
102,06abdd1521b35cbdd73b8d2b089b12aa,235
103,0e5b05386af6d53cbd5ce9440527f5f1,212
104,2f0fa14043f46f7b87f1d8f308aff8e8,95
105,df60fd7c91980fba9958594a16330efd,364
106,e87cbcde73d13d653faa3f1f7f5f70f0,54
107,ba628a28af2b907ac721c339da091631,227
108,724b88bf8c3ef9eed1ba4e4515f3c23e,261
109,e770ce4c2288e0499f465860df2df32d,637
110,5bf0a45400f73fde2db96f0425afc5a2,213
111,938b380404f14fc2094b6a1af1309353,43
112,804da76d29776b372f6504ac493da4a6,48
113,5db35704e0c3c73a7c09b125ff03e5e9,110
114,57c4fdfa3af828cd8ef0ad8c60834647,113
115,c99511d4561c8468420bb567a6a1bb13,66
116,e229f8fbcc1a7e0acb02f11044f346d0,38
117,4d4eddffe60e22c5eed9be36cdc95eb6,105
118,8138918dab80de207b0f1b6f5a5b5347,686
119,52a48fe50ea308fadaf217a4da8a45fb,157
120,ce484c720586d0237f438a71ee261d17,203
121,f83f6903f19b9e1a4052b1125f319a19,26
122,08d9b73b9ba5f3acbc4a98e0a5619bc0,36
123,27f6c9476e908b880189d226085cf985,244
124,580decd9de821a9043b18eac5615ec39,117
125,22a02d92b83f80c73543adce7cf20420,220
126,56a781927b66df6f5b5a12777f3b9d80,36
127,d104aabb010cd98c3af15918ff55d16d,22
128,ad8ad5b2952dd41a8ba48cdc635235e0,644
129,e6851ebc7c215f7f70e94532993e13df,430
130,03734e8848d09b6513cd707e21bf96ce,62
131,8ed6ec7ddbbfd6ff557ac7f6917bb3ec,73
132,4ea06da3e56fc27a693a5122b108ad29,595
133,39069007205621bed25957a9095f224a,180
134,6bfacf77851d5f0efea6d15a5a07c135,759
135,2cebd9d3052f6bd68e4ef3b66061a5e3,262
136,813c3c2350c53a7122f2845e8de68ff0,591
137,f48db24c61c4e74ce6e65c5f79eb78df,45
138,509a2a77ad2126bc6a7d87141424bc69,87
139,31060fa4386ef22fbb4c3f6de7144bb3,119
140,2ff459b62e837d8b91dbce7714bd91c3,176
141,d23e8895c1cfcd2c29cde094f0a3fd2e,210
142,92a9b4383c17cf068895df9a5d61288c,99
143,24639f3377be835d2d93eec6f6c3a303,34
144,59a369cd53ae459da3e6cf542f3e2fec,64
145,2bc921b0bb9c6b970b6a26fa386848f1,613
146,302e9c2b07c44b250edce13487894a5c,149
147,d7c4140c9409b29a8f7544f033b91f0f,175
148,da649f025fffcb71e859cf5b6ed0d270,293
149,56ce298de7b36256c41572e26ae767e4,173
150,29ab8aa73f80ce41803cda060a60a5ab,485
151,0e83d84be9589fe773ee207e9e343c9f,102
152,e17a862cf4f17e3d5e84d0742dc5a22a,72
153,ff1734c9dc7de3491f832e7ffb57eef6,80
154,4541db0e430a1dfe92882bbc22bd43ac,365
155,d3bd4e0cc8b2800014a5776109a71867,119
156,22e3cf6cae0a2d5e76816a29b7af2a46,344
157,47786097f1762f18ed2073d1742106a5,245
158,71d5b4fb07daa33325f62fbfef886632,436
159,047262ea31a0a2b1140365c085c9a007,63
160,45029da173b42776981c1822f00b2653,452
161,cb45ec88209231832072f859d0a46916,270
162,ecdf897b911f1000774115645fdceaeb,40
163,bac10c2f74eb0cfb8a3c04c18ae483de,190
164,f81db2e8a5884e0329c1bc9ff50238e3,516
165,47e9885286a310f8221eeaec9324c2ff,460
166,2ae7495d05622ba014d79380de011b47,176
167,45a8be55f30b060c8ce996cb154f7e01,387
168,ff947a22a11460dace3e32c5f632d870,119
169,fdc806dea14e6e1767b2e402468a4424,69
170,2d7cf4be35afbb5ecd56b82500ae0047,98
171,48613fb2861681623f7904220744c8f2,188
172,f38edd3f97ea920aa0093d2eb9841c18,135
173,c3ed27fc3e94dd18ac4a46474d411e75,79
174,aca93012a55ad7b4bd8f8904aae9224d,155
175,bd15fa4652be89fd5756796333d08e44,144
176,4a9055d595d768ab559c242b0324ecd6,37
177,ca6c01fb16f293d98c8d0b2c8b1f1f56,31
178,e2c4a3b765f6a6ed1a504c62b84c9603,23
179,07f0d91f10df0074b2fe00e977894671,143
180,74576558f1293ad73aa56330143f1b4f,130
181,58077f3e6692571f7c7829b6aa3de84a,182
182,2de3996a6aedb9fd86a6bdec000d9cf2,783
183,624626a84412643c7f6555bd2c79f36f,92
184,53bcc35ffa1697269c50c153e740cecd,25
185,47e675ab9b0c181b6b18b7ea5f2315d1,51
186,cb1919f58a624d05bca10b18c88be1a2,33
187,b4eea281e90a6c2ea4f5b257383448ca,296
188,50f1dd5500642aad0cbb31415880cf32,534
189,dd0423dc5dcb5f5055736ac93001677c,83
190,c0183069d4de2a298e27c548fa1fe0b8,61
191,a713c71223e6a132d31e61428aef8017,166
192,56f6cf64af4afc3a922a495b26c80243,88
193,6ecd6523856d619e5085d08d0c1e0909,24
194,bc1959819a3a071c1f41c23505d6570b,137
195,4f624cd1adcb9dc51345bf4470f09a70,175
196,2919628ecce5bd8668d40d7a7337c765,312
197,c308dd47e8b15918ba0507615d8efc96,24
198,7260b8f7ec63e772d80c1e5196907de0,74
199,52d02c777a890a9b10b1e175de794173,435
200,35b532671c06a4ad1125dc8767383421,289
201,ea0a4cddba423ed6720fe56d4ddc8598,162
202,93592c21c319eddeaf158df7f8f81df3,100
203,6b7dc0657b5f6a7b5290bd35c1e9f8a2,73
204,1f6e385e5f84e6da2986c9a3b8c6e908,66
205,7da8d6ec0cd8c625114873972cac2fa0,86
206,415ec6b9869ef79dc2ba553f12175782,321
207,767da5d93ae7ed15a629da82d92b73a0,64
208,3f8526147eb79fb4b67cd47bd6505029,319
209,5c7ea830dbaf922a8070fce94f8d77f0,315
210,429cc38c221e1bd3765aa86fe7ee4412,386
211,23c25707786819bb60f2d911f151c735,276
212,4394cab56a02d0de5270d848e2fbe3b0,163
213,0b5f06c4918391f0e60413befff227d6,174
214,2666468bc707e1e017615ba426950cef,162
215,5a2730eb0356bb6d6e4ca1d9309c9fb9,85
216,998cec8d1072cf447a4c3366bb5c5ac6,61
217,3bc975f6d18e5e8c7973d13ef5c9f448,183
218,bbb1435df63672b23275a2af8fe6bebc,117
219,30e80adb71acc00105e23f849729f225,293
220,df4e218189450bc35be4321e4f64c804,528
221,0d373e516dcc2f5b0b965f2245ce89c5,240
222,5fdebd40fb60fb9a3ed6554ab40d6d34,374
223,5080c3b95a8f3f24a6f2a91696cea493,319
224,b7ddcfee4acf155f3668a8551e17a408,212
225,2f927adcb4dc3aada63875f11ab9b203,52
226,8bea8f188bbd4dd9455fe44fdb503162,210
227,d4f519ec733ea90806b62f8d03d2287b,301
228,b0879c43901587daf4b70280c834e7f3,100
229,f249f81f0ab82e042f7f5a435f9021d7,877
230,37ff8a0ff58fa71b783ae4d5aa332170,234
231,74ac6d766f2d8ac611118dd26918fcc1,142
232,0bb3e739a8e6b894b79dfd64d4c6df64,326
233,d5615697b46591a6d41c942414d7f238,116
234,9c7a07f48e3a9b671dbff0a2eb404b49,199
235,f4fcba1937f524b5ba4624dea240a213,75
236,dd4e10e2fd306adc2acb7c7603d0cbb8,195
237,cec2059e7bbcc302f9b23c5327ed49ea,182
238,20c2acad22acf918f0e565afdb2223d7,22
239,350541a727b0b2337591441039d3bc5b,66
240,600cb94e8b490e196ee894738ba106f2,683
241,8445389ce2343d28b11242e04a61731c,142
242,cbfa22a2cd4ab6672e217c15b1f0a753,411
243,8c11a68e877cc16e0dbb16d8f55b0f26,138
244,e984acc5d4be381aa60c9afaf1fb5f48,1105
245,f54415b21e55e1740b95cfc3a9116b94,460
246,fea71ad3b5d106ed4ffc9171dc7517d5,14
247,3285907cad7126a187715cbbdcaeceb6,470
248,0f1ddc1a48ee8c82c44050e9008b7f44,63
249,0ca581f89161174a694420161504d275,172
250,e49ad1f1e1ac727967a1dd7f27810b4c,218
251,7700c70e23b048534081513d93b57815,22
252,740f0b58ce813e91a9b51f85836e050d,175
253,6a28f28033c5cb79602b607a84b7106b,211
254,d9ab4e321a10202c34330e53728f786a,39
255,60c73c53e12323b2984001828d1e1c16,285
256,8eff52f8605d7f657b04fe981eeb5a75,173
257,ddbf02d7c032952cbffe7ef68417ce4a,47
258,4adf0aa22f9ac973998e91b119113a98,62
259,cf406f08122678496f149fd890616553,209
260,ef47ad67026b5cee7565f361a97d5177,44
261,6aef714cb1f6b7c8616dc53a516830ee,246
262,ee23d78a6eab02a4e1ea42f301ab0c9a,168
263,8afd38db2415d5f74e2ab1e29045a68b,42
264,87c9439f2f78ec30f571c2b139b7f21a,301
265,2b4874e0b7c3a9c614cd0dcbc28dd5e4,33
266,f5ebc66b19d43e54cc0b5c2ccbcefdb8,55
267,8a2b5fdbf5935afc04931692735b29d7,186
268,fa3185309a1d5694bf5b9cd646a5f501,519
269,655a05a37c4b4ef1331c3d6898ed171b,243
270,56e03855361aa3387899322a3a8e7646,457
271,25f38b2955bc193975edc473d57405d4,169
272,dbea9840958b4f5fc47a3234fbe30dff,143
273,7060d1dce56dbdcf2d71d64d34118012,111
274,a1b81125f1df5c1af2125611cefb3002,378
275,c8c14ce001de9d48060e74fb46a57b36,31
276,b935c12f166947c0e846096a36f945a4,201
277,4c5e5aeaf0860cf55dbf8845387f4364,41
278,a51936e9dc0e59f9596657c8c1137d17,87
279,b1fc233e95210f2cb63b5a20eeecacbc,199
280,9308ef0cc47451ab46569d69e7d3a81e,236
281,1efb189deb4217e7746f0522e1ce0b2b,127
282,dfaf33181b8466a5677f37fbaf84be97,122
283,df0a001aca2d8c00d84ea7b19bb839d1,178
284,b587632087d810ce4360ee3e6a188d63,68
285,3918d2bf0c20b3e76cb5f50f0f1aed69,13
286,dead713b6c00d67a05cbe05fa402d065,174
287,662bcbc79c4c766c5d96e06d9c5c062f,206
288,45b425d9abe92ec68310a09065b71a02,208
289,f48653198082f8247e63c0b35451c624,306
290,5a111cbc7dc31052f72c1a7f2c0db6e5,48
291,8e5523d9bfea00f21e677cc8d72082cd,146
292,c4bb1e1c85b48fd7476fd265800b89bd,618
293,f49a5b9edbf517ef8c9db914ee6257f5,49
294,2081a552f74ece6b556d947ba7974219,119
295,b4e581de5aa85e366479ccf490417ddb,94
296,95073b8cc9f29e8d79bfdcc5665b5dc6,73
297,b55153137ec349388dc67d2eee1f2013,151
298,d90621d6046d0a1ddfebc7fd2a61831b,41
299,10804f83425f4b1eabdc573fb747d365,97
300,48ad8a44b13256b17788d17fd4ca52c7,355
301,c3eed9f868fb678552524c4d79256d1e,455
302,cc47b0ebd0950a770134976e2e1677c7,1447
303,061e52eb50ea429880aa39efce35fdfe,33
304,6801675329064dd79ae5eaeb51cfc060,59
305,a4151ec677365cf0141baf6d16704ad6,109
306,fa10e56a669bc094d78a99b6183bd17b,62
307,57d660a1cb715fa1409a6ed92e0c53c2,252
308,3bd563c8aa9e70d16c3f2c9845b46486,124
309,0208d3ab9190a992e24acc35ce58f8ad,52
310,d41cd6f0b9fc5ad0058f34ebb574cc32,472
311,860c1a89629866054cede8696e0c97f9,194
312,03759e4b0f1f833bd46eab1f8649da0e,50
313,fe58a765f5a18b8caa5e8a09c569db24,179
314,fd02e6e28d6617d9e6f13a79db151e65,57
315,f2e47b004607920520f72834cdad2fa3,210
316,5bbda426015ba3869f37b5f027a68a1c,46
317,0db772070279811c9bf4f88baa62442e,129
318,bad5fb089371993ea0a8a31ba4b28c23,232
319,31f04d89d1b0c21b1da003c44f6905ba,43
320,4bd28c9edd4b0b9bea28212d65b7497a,49
321,90955e83fbd90619029f8e059a2f81f8,55
322,85382729d9bd6b496be0725ccce51a9c,137
323,731344a24b2c5fd7648a81d6dbfa35bb,199
324,5d8f55808190e59b4b837ee6f08e6d67,100
325,9be720bbe1b72aa9d7236be685c1d860,112
326,8c646c6d9ac0198775ba27fdac83f151,406
327,709b8a32007e894167a35fc465143417,184
328,db574f736aa9cc967286212a2ab93172,211
329,be1b074b654e0846ff7d054c1ae65b90,197
330,59b38a5bcfcbfd231e33dcefed30c7d8,20
331,d3f6da469711b3442d35e83acba38e03,176
332,9655e1cca84d2122e4a22c2dc23a75e2,199
333,f36e06edb289ced1f329c30c75a56275,353
334,8c031172ff22b52bb84efcbd02539211,157
335,10238c5c8c64eaafeec8cd6510f707fd,69
336,11b4317ad1de576566142c17b6613067,185
337,17744ec051d07a75d03e758719a30b02,291
338,ffc38b247ff885e93241bb86f8c47872,75
339,b173609b4d5c28595fb9e6381859062d,362
340,c353eb84b88c6f3bb320bbb66bbe9cb6,174
341,f008e2ef7b7ff72c82805b53956290f9,59
342,225decff9875d74b522d5526a057a647,74
343,0dabf92327619d73250784c79bc69301,39
344,587a1d11f771d2d99976d772901b4bd4,19
345,2c5a7219d12d5c07b2bc1fa73c8cd3ee,487
346,38b52201c60577eead075958c2e826cb,233
347,6aac168a1f833312fd678cf0915004cc,112
348,e11cd684763164d0a66cd6294acc9a10,94
349,451b9dd8611b626153ec4f70e6f267fb,415
350,8d7279fbed29da5850ed448dc784d76a,29
351,209d3e03b72867f6a019c6d7a78aa803,244
352,66fe89b081ea175f200a749fe06e0663,242
353,959a7c54ad36f62cab5d766aa1bdf133,37
354,c147768806a02f99021a2fc2680cd434,219
355,6c1632b0c20ac0bd7d67f3e69cccbb18,222
356,bd3bb9a2f4ba4ccc77c6c282b30e7199,57
357,fd5b177cfabd3855653c24dfe32d4da1,354
358,8bb04fe7d881e5236fc0ce58d4e7c2b8,293
359,03f1f072eb127ca6c3f04196a9e1f2e8,28
360,d6ea9d9ff0917000cedb9e9c25538651,130
361,119cb23545b6eecd60d082b823d833fd,732
362,c305d3447a4e8fcb1979af102ba1462f,223
363,559487a0c9258ca71868957853589146,186
364,b48693f5daf4a9a236ef09532dea726a,78
365,9f32662563071485d355fd71f0d61e01,79
366,d16bfcdad81f0d7ba3f05ec288c70492,1096
367,6d943334273f4671cc983bf6acb14665,413
368,31584c05e292fea649ed384ccb8615dd,116
369,79e252adc63a0fa01d2b10da4128278b,619
370,33bc746cda6d1a42357e2379babe1b43,391
371,2a35fbf90c77bc19bea2113cca643257,463
372,e971ec3173d2e8d17401a8da2dd6ce4d,283
373,83feea1d1655586483208fb99d8a729f,369
374,f999bec40ff79a902064b1288a656cdf,459
375,bf7801cd923f8d38053cdf8950eec9f1,195
376,3f8f6d27ba3d0a13ce008cffc0844bd6,29
377,40b8d6d31f5a57d07b8f770eeac16081,122
378,9569bb69e64f000891f63dbd9526f9f3,174
379,0e8b82c89b70e9d9a74ae3a561b0a056,32
380,14e5da05b678f57eb4c4eda8bb84a964,78
381,2706a30331d24a52201bc37dc3fa8d1c,53
382,598f26516b2b67d1bb8176691cc6483c,350
383,647e7bc99ec9b9aa1bc93865f0919c3d,153
384,9a2202dcb9d4c8b213aca32aafcc6a0d,195
385,84a22b9b86372f336b017ff6905575d2,961
386,9095cf5ebed71fc9d391337b326d0787,649
387,9efa140f4b81f63f69097ce0eb5cf8d5,192
388,0c7f8bc8e86ed0315cf5ecc479e53c07,72
389,1bee3cb9eb1aefcd4e9bbae32f29673b,226
390,667c96d9dcc6f711fec10e068b2efff7,119
391,3c93ca19c5fafa512be185a7ad882520,961
392,5faf8a77f1cb57bfd17b64bf68693753,30
393,bd4eb813d2844793ff0a22a30e663208,128
394,befa066b82d8092e91962758af394f5a,364
395,a56fbbeba352a0087240c2cbf4d617fe,24
396,ec7b028b123d7b79cf44122999670a15,49
397,a6df1228cfa617043eb96920068aa7cb,91
398,7721343fa2b5d15abd5532538808502a,235
399,dc126498cf7d6ccbd563ab4855f37b84,110
400,4936939a0e7e0188740d23fece20b516,51
401,77ed26bc81450ee245b9d27ba92e2197,71
402,280793c38b62bf22637c7ada6506b073,236
403,e367c69dfb4b4dca1677d1a6cccc1037,127
404,7d5b93c26f356a559196e59fa2aec9cf,65
405,8ca852d46771de1b63b31736eb84d62a,388
406,1abd00657deababeb6768f4c537581e6,216
407,9de5f3bb1c73e81eaef37913b1150178,77
408,e3cc9f10f5ced481b8e5f3f9917b1c74,56
409,8ef0a75b58b44acb065a57a09b8319f6,104
410,bf69e66a5b15c9a85775f17c155175a1,199
411,26b7149dd2a917cd3b2ae589cb27bb37,151
412,ef7b51f5a0feeeac2808180c8423b8d2,48
413,e35825a339af66f46a7863935416d1e0,102
414,38bac430dff065d60bf8cb7677eb7904,111
415,2ce60daef3490e4673d3ab78e5649e2e,52
416,9e7c73be81e65635cb4781b014cf889c,68
417,dcf6950cff684f7f92459fa806586e4e,130
418,d59a4165d542a81179646e7be13c10e1,18
419,ae95de30ba38d522357acbe0b99d2da3,60
420,df3f1de8431a6359f93875bddb54786a,347
421,1140d0f503eeed43a69d5b7e3b1839b5,214
422,50324a806b2c0ba3e0bd69f938c9baab,182
423,5ded3e9e7549a3cafa649a558663c96e,34
424,77b61d523110aa23e3860b493480df59,287
425,dd30300d4ca4113c54468c53919baec4,196
426,f34e304a5887ef96d32eab58b6eb0ecb,35
427,a3198241815f9218928aba80b0f90027,171
428,818cac7c4457d0ed877a32bb784c50ba,91
429,6045938b8383e04951860415689a87e7,130
430,06409e5849dd7903c990cf0e2d4d83cf,486
431,2ee540877f800a229497277839146ac2,174
432,0b913ce6a946391525d8627127491847,599
433,73bae24f3d4bc877b3051990e4e16ed8,138
434,5846e8d2b79ab4f3e5503d323d5dcab6,253
435,f441375506e72bd57f3be33bcce88c60,134
436,9923c629a9214b98bd6233aadd2b987c,72
437,19383c23adfedba7679e724e8b4d4cd5,175
438,65b4ee5c1862f59b74c1b5e054267f2b,228
439,432a2d25867684fe0acc6048410b730e,258
440,cf86bd471d27ac457a996bdec863d847,159
441,e1fe40d112f6dbfcbf13b470f6d19ec9,48
442,a68f7a77aa38b35526dece0e0b9c77f6,62
443,b9bbbc0119151a47e6a4fce1d5b26d73,169
444,9606441f79e1b7e14ae78b6b53fd4a00,303
445,031554198b6684c8d2b642214bd508eb,56
446,e30cab2c945d6a2a714c067e09473f40,48
447,793a5f60cddba65df119f61d3eb674af,15
448,9341932fee9d3a0a2c930337228b15c2,96
449,40d3cf3726998235ee8a03fde832e6b5,74
450,e2d54c2b3d51c9446312be35787b3e89,6274
451,cf248f2f952502fc03f8ea5e5f1e69f0,115
452,3f6420cc2df7f9ab239e8aaa4d27a20d,398
453,2ba0dffb577064a57dce8a27415d0e2f,43
454,2a69a00f878e1b806d533b099a5d9cef,386
455,e51d2ec510803f1b280a0a73b1343a99,119
456,48c30f3d5a511598e432d9cd5b07c9f9,76
457,09e997c794133160b59d5606ebf1a7c2,175
458,26412492d88a03d419c63f89cad65c9a,158
459,a09c36b3924c61e6f61dc3dfb510c3c0,392
460,8bac63627652a0c71474122a422b4152,214
461,06ab9a70bbffbff5306b8c0dd524fa80,81
462,a984212c8f384faf87e5dd58acfecb1f,257
463,e0fff000019d5104a18d727925af88a4,134
464,80e6010020210006c66ea625c316243c,279
465,d52861a79f5140a9d867591b2f24428e,465
466,412ed567d9a94c5a369af18092e1499c,29
467,1b071b0cf6250a0154985b48bbfeea76,89
468,66e08e1b270b4f236153338e740b03a0,781
469,421952262a5dddc9ff807b834991f913,66
470,ce14335ae64a494a8d549d05be6a6898,58
471,6ead71b06443e90a0322c8fa543f2cc1,145
472,e1eb14c55438dcb3b316e340d30fd26a,63
473,bdfddbf445dfabd0f6fec7ccd3e39d1a,334
474,d9b37b240da7b2129432583da3c05b09,40
475,2e325af88aa3b4deb1925498c2d4393f,484
476,c4eb33a6ed6f4965046bbc14be53619e,77
477,f7a57bdfeb065c5b4cc098133e888a34,158
478,389d20662a5e7e0aa97d64756d7cc3f1,166
479,7b8ace9a33b9c7113d38a11128b97061,117
480,ef1203a5adfd3382aa34cfd2c651c9ef,491
481,23f5c44521c0d7be5f1d429ceb2230cd,38
482,4bc9f17afdbeec84b81627ef082e131a,461
483,b187ff009e5a4bfc20989035000fc03d,233
484,a706ba4edd79968972de19d3db8dd5f4,57
485,7df8834377621bc391342df3d82cb43b,109
486,0d09e1d7d9a4f11c34248435b77de6b6,241
487,f7fdc36e6bd2b23ac8405e336abb68e6,233
488,72b49388f23881e0f25b790c96dfc3c5,1599
489,45c95e854782dc58209d4f38c22de4d8,98
490,0cb4e809167133948c05e3545b727acd,241
491,b1e2674a31768e8ba4cb233163959885,193
492,875b579d6b4f8c053762fff4f61fc059,369
493,c9149aee788e466908bb57d9d2e71424,429
494,675688125a864b800e41316df511fe59,49
495,fefee6f75d7e3acb75712db465ab37e9,151
496,2e3dd7a5e649e14c837c12709c572bc1,344
497,a9065cc7186699036aeb225946017e6e,319
498,fa7d66669cd9c10fad701aeeeb34174e,214
499,ca0d0254de236b7f82ece47e98ec2d9d,46
500,53f92b32fd5b113e1afd89e3290d52d4,77
501,7f2d5bf002989d3f2223ad2af9f5c495,69
502,34c40557ef77b08730b94e75c9808bc1,31
503,e3fc37b25a3d30eac16f9f743e66d573,331
504,1545fb13ff77123b45e0eb837c2bb62a,296
505,933fe3a3576f8778bb3690a6c1e12698,132
506,da06b323a5d0265bffd166d9a9e00958,74
507,d79cfeb113d0d276539bfce0bead61a0,163
508,ec1f25f609d9326c199a1dfa5b8cf9f7,407
509,e858d4bbd2444a7e4ad8c6506166fe7a,83
510,88016e8d0545c1e610d6696c84214130,104
511,7f6e23f530ede5bcefde0f90b33b13c3,776
512,a8fb95aa832df5e58c8982673d4c8ffe,477
513,dde388a386169fc6b5609a70716ab4d0,63
514,5760bd7a54cd805bf1789604fbac8b0a,171
515,f0cf50ef3c4dcd3234733434ffb1d403,51
516,65ff9cf0ebde925d741a5f3e9f044153,121
517,05da2c169be81d7adb4cb680ec8af3a7,465
518,53aa8bcdc88792793e54f66fc24d344a,912
519,5326f5617f9b7560256fe29b0857f04c,360
520,7187c502ee924765269b75b45e2cc5d1,337
521,306a2e74ecda25a35afc5387be6a4cd3,863
522,96239ac1e80a88c52ac0580e8b1917b6,47
523,e9f1b30f7e9cfb9236d9059e479f4eed,227
524,de0f323b7c046b705572426a1da9975a,91
525,f16e009940e8b02d1f2d89271e3667e1,122
526,15a44eb5dd57abced2bf3ad71ea27cbe,52
527,ff7f814e00e6fc8e4f499295681bb50e,67
528,e2e18bab9b01ff5d7343dba9bab8bcb4,338
529,681ddf34e6c7121a0abbf04caeb1c8be,605
530,8949244f94decd05b14e1515f03f781a,96
531,2ba2984d7fc92ee7ba2dc32ea4329ef5,507
532,9d90a4a42aec3a5b16d5a39ad475be9e,194
533,afadf3b632e7678cefd7cd266f4c1f58,285
534,ae476faa49925cc483f263c8f5c21585,153
535,4229a8dda88450c1d8cb4f5d9d781cff,48
536,4361e0a4cfe22a8df816c050bd90f28f,194
