user_id,num_1,num_2,num_3,weight_1,weight_2,weight_3
100,9ddbfea5344c46ac11bb7658e8a44ed4,35,56,1,877,721,18
101,5d6d3532d93d2b32bfbb595d9dc5e9c2,87,90,1,417,421,18
102,4e60948f883d931a58d97200eb3c1430,67,77,1,970,1165,18
103,3298d860788025e2be54401bd768fc89,45,69,1,728,1023,18
104,f8bd2a3530f1343bc7b7c95adda3baa5,10,27,1,357,957,18
105,714f05757e23f1147a7f06bf957a6ed2,14,44,1,931,1513,18
106,e046258c52a3f8bbf01f345b84491afb,74,61,9,1355,830,181
107,3558e6bfdb1f4f4b73714c3c44d52ea6,53,10,7,977,193,143
108,2a5a61241a43bed3e4e2b893338d4c22,62,101,1,625,1167,18
109,7422064a62f2451543f6f08a73fa0011,39,35,17,344,508,284
110,1f49ee28f23265905541c55e6c3bf869,53,53,12,776,662,214
111,0fba92053b387105465ac0e8eea357dd,102,105,1,926,753,18
112,2bab34ad69c0756e7d7087993ee13288,209,296,20,1226,1608,102
113,7aaed77cc96a83d0840b24e6d29cd0e4,40,68,1,751,822,18
114,8ac345202ac0a29dac61c3c9b44bd632,16,15,4,506,644,390
115,da4d2354152e78c87acee44c5a930987,52,66,12,474,410,169
116,553933f90e9abbf1329c06f082401d37,52,59,1,513,447,18
117,bd5054852a748db5b72f0401fba5477b,50,57,8,464,555,242
118,9da4dbbe5bebc45004466251bd2475d6,35,22,1,1395,862,18
119,06c4eb17ec612a6eb09490d66bf9d17a,16,21,1,334,291,18
120,9d90a4a42aec3a5b16d5a39ad475be9e,55,77,1,468,536,18
121,2f0fa14043f46f7b87f1d8f308aff8e8,31,54,10,456,756,140
122,ebcb726b91d50d6b623e70cdd96d46e4,43,84,1,700,1008,18
123,df60fd7c91980fba9958594a16330efd,91,110,1,911,1231,18
124,8664aec8c6d54ca37d94eb1c430b8a5a,25,29,1,377,318,18
125,9695ef6608e7dd8af4ab698802fca633,24,22,1,818,767,18
126,76227cc370f6d8f8b012a93090cf7c03,81,99,1,671,679,18
127,e87cbcde73d13d653faa3f1f7f5f70f0,86,83,1,944,905,18
128,d3e7521aff82c0090be0e3effa7ba973,42,41,17,463,419,214
129,b4c20bcb829decd0bf0080f26321439b,23,14,1,462,600,18
130,ed7fccca81953aa742300cd695acf9c5,56,60,1,333,434,18
131,5d9721311e98fe0f31da265fc45949ab,15,27,1,315,550,18
132,5a216ae70feb60464bb28fbf172804e2,16,7,0,387,1084,0
133,938b380404f14fc2094b6a1af1309353,31,48,1,389,537,18
134,a83b788bc705014c78ff62009a19bbb5,38,92,1,2619,3147,18
135,7cae39782077c6dc82418ac20a27ffc8,88,69,21,619,523,161
136,05849f8a7e3ced0e884de887cf84d593,48,83,1,388,442,18
137,8a8114cfca9ccebf3b015e39511c1c18,166,113,8,1483,1304,198
138,804da76d29776b372f6504ac493da4a6,28,11,1,551,173,18
139,2c1956575753077c580766f4dd758e01,0,1,0,0,18,0
140,b305dc551f3aa9e97343deb8516e56cb,96,47,19,661,793,193
141,c99511d4561c8468420bb567a6a1bb13,23,25,1,589,534,18
142,70b332f43b4b56d011881da92b95fd52,95,101,1,866,935,18
143,2a9821b42bfb09a3f23c53888dd6d7da,70,61,11,782,607,223
144,0f237ca112af95aa497c6358b3087ead,13,36,5,1919,2408,205
145,f74f26650d7c90175cc2d8fc5d63ced4,8,5,1,929,1413,18
146,5749f0d038f0f4cbab4eb87dea8e0a2d,82,52,23,716,1518,189
147,5cf2f9fed4fe6c231376b1699796e070,39,39,4,379,747,194
148,4d4eddffe60e22c5eed9be36cdc95eb6,71,90,12,1334,1259,162
149,cd8c52efa8a6a53d93c924b2ce0a8bfb,65,44,1,534,490,18
150,902b3263342de0726ccf436dc0dfd3eb,29,23,1,321,467,18
151,3090985357f2635cd7570004331e03ae,41,71,1,882,808,18
152,af7ffaa90228cc4505f0e29880c7bf2d,73,123,13,563,793,166
153,52a48fe50ea308fadaf217a4da8a45fb,72,43,1,1183,580,18
154,33f82591813964671eaf8977de5c7df9,108,91,1,693,551,18
155,1111d3fcb41e37b61d25f6198295cf1c,21,18,1,417,400,18
156,58913b09e6e6c062b30ff96e5732efea,42,30,15,514,579,214
157,ffed64c01e87dafae0cb54296af19d60,27,14,1,510,891,18
158,73fb3e289e7f025b85cb3bd0d68fa0e0,0,1,1,0,193,11
159,ae2d27edb69f51b3d19e499244483678,15,16,5,315,1579,184
160,1b56aebc96ac0ea6bff433036d47831b,6,12,4,210,368,152
161,31be8a27bc25e3735d8855234d5b6fa8,32,32,3,453,751,141
162,49ec6883ae516161e51e22943019f7fd,65,66,1,731,763,18
163,08d9b73b9ba5f3acbc4a98e0a5619bc0,67,63,1,629,841,18
164,e60edcf1055b7626c86e83be8c1101fd,33,29,1,924,659,18
165,19591b645bb3f6efe9502b00c1de0460,67,43,1,619,454,18
166,580decd9de821a9043b18eac5615ec39,36,61,1,1902,1553,18
167,d0299abe9b5901cbacfb465cc2689895,11,10,1,549,1457,81
168,65ce3a5848c0621c8f8b9656ab09957e,43,48,18,601,888,258
169,d104aabb010cd98c3af15918ff55d16d,37,14,1,253,323,18
170,0df5f1b80d6509d38a602cb2398f23d5,90,94,1,530,877,18
171,9dce83c99a3bf5a4414fb77566cfdc7b,9,23,1,217,763,18
172,3d2b7d7197ee2116496b48157a222c47,31,30,1,1002,1911,18
173,d9f2704039549889781a417a47430e49,34,38,13,890,945,213
174,b1afd077800c77983db1a9590eebbda1,93,81,6,607,853,39
175,69f09cefe29418d21a8cab41556a513c,92,104,1,965,1475,18
176,459935dcabefee6e6949da861926b554,20,18,1,936,1507,18
177,8bb7a11555c8f72f53de7b598c6cbfd2,72,50,1,631,589,18
178,39069007205621bed25957a9095f224a,96,92,1,1069,1326,18
179,5681e689ff935766bdff3382094d06bb,31,35,11,803,567,175
180,77fc6b1d4e9d5b29e432af9e26833eb4,79,39,1,1024,980,18
181,f5569b55ced9fd19a46f3cd02797ed5c,32,45,11,945,1367,253
182,ca5ed9e8b81d57fc1ebd799d4a4e82e0,60,142,1,622,2671,18
183,cacfa6e17053e54d46b5257acc3be535,79,60,1,893,865,18
184,97d6b0b1929f81707cc73cbcf0daa7b0,46,47,1,267,417,18
185,0a10535667881e447c8d76efb23fd0fc,31,35,1,367,373,18
186,e58f0b65986366ce95e4e497c9ef077a,46,40,1,725,975,18
187,509a2a77ad2126bc6a7d87141424bc69,72,53,1,668,581,18
188,31060fa4386ef22fbb4c3f6de7144bb3,38,27,8,339,427,354
189,d23e8895c1cfcd2c29cde094f0a3fd2e,63,98,1,354,672,18
190,9dd56051000272fcff77d576b9c0b943,16,8,1,308,371,18
191,f23f7b857667f2a4535afe97a8b5e19b,65,60,8,507,554,122
192,52b37cccd0e875763657a3d858f7e562,51,80,1,1308,1092,18
193,76a2484db8abd7b8d8ff2b4f5e4b3cbf,83,76,1,758,664,18
194,8c66727056dca66e5a254252823e64bd,68,98,1,762,961,18
195,01b864a850a9ea2363be4c8bd8b5eaae,34,26,12,535,250,195
196,d1fe7b2f6abdee130e52bdd349131050,1,1,1,18,18,18
197,d7280cefb98061efa2750dcc0134058d,32,23,1,431,305,18
198,1565505726312355accf6bb3cc1fec35,36,38,15,474,877,211
199,d2150e697ba5981187459109c6f81a4e,17,16,1,4379,4487,18
200,56ce298de7b36256c41572e26ae767e4,40,37,8,1191,441,177
201,ae0564f4c05cdd8de6df77579cf6a409,92,51,14,659,564,147
202,3fae629afe3ae39eb5052d111e2adc5e,90,59,14,1003,709,150
203,f85f6c3696303d4af618164359087b7e,43,82,1,935,1727,18
204,0d582b96158a4e60797b0eba64b16fac,37,27,1,736,1145,18
205,0d2278a2ab03473c74ab844d5c6bfcb3,54,39,9,638,1067,96
206,68d73561efc7df30acb111a8481da12c,16,49,8,868,2039,192
207,5f0663e9d6fc828560ffd7698313e6d0,11,11,1,1248,666,18
208,d3bd4e0cc8b2800014a5776109a71867,31,74,1,968,1922,18
209,22e3cf6cae0a2d5e76816a29b7af2a46,33,46,1,1003,559,18
210,ba085ef016234ca0b2dcfda7cf4c51dc,71,54,1,473,2281,18
211,59a5cb1857c63755940e32fd051d4922,38,45,1,1203,1560,18
212,6a2db8477316aea7eadfd96ff30366f4,78,74,1,686,795,18
213,69a87d0e48905e831bed8fccdf57204f,89,150,8,2977,2663,165
214,5811289672ca4588b9a39e654b8d4233,74,128,1,621,1103,18
215,2de3eb8dc9b6c0767f8d6b1cb45ccdbf,84,103,1,609,755,18
216,c24b881f41f8194a7bdab2a9abf34fc1,59,20,1,987,650,18
217,f43519abc69a57cc286b74edc56a5c1e,78,86,1,558,515,18
218,45029da173b42776981c1822f00b2653,88,54,13,541,442,140
219,23c0b980742f4d25a8990d9df995bdf7,3,2,0,130,1691,0
220,3043a30666f71d3563fa7c126737a836,22,6,1,790,113,25
221,6759c3e8001b74902bd2db276d8ee584,1,1,1,18,18,18
222,6f854a6ae6141b16973ec859b95e101b,61,54,9,445,540,103
223,bac10c2f74eb0cfb8a3c04c18ae483de,98,56,1,980,918,18
224,dce3a10c78490d9ef89965db916deac3,45,31,1,1003,381,18
225,3c99099f7987e91f277de3a89f5a3aa9,108,102,1,1745,1669,18
226,f1260abd7efa8fd65d51ac595f1ebdd6,19,25,12,663,457,283
227,09592a2ff0bdbe174f6d932c24e8998c,97,89,14,812,534,165
228,45a8be55f30b060c8ce996cb154f7e01,92,90,1,996,842,18
229,60a2245c2c0bc9c40621d0d3e7c2960f,26,52,1,316,468,18
230,244a502321ac45521edee9414fc2c56b,25,39,10,982,1008,176
231,b9fa9088563e86f4610e516ee60ff880,57,27,1,728,354,18
232,5aa74395176b60cae8c660a5c55c9f64,29,113,13,1529,3168,106
233,c08a4a42c9ef7e81b633d9fc605fbbbc,10,21,5,949,806,312
234,2957f6d5fcb089dedb01c03675b4d600,24,21,7,483,408,211
235,f3d5d462639f5619f83e3a3f905275dc,47,68,9,815,1139,160
236,f38edd3f97ea920aa0093d2eb9841c18,73,79,1,1743,900,18
237,3dc2ed85fe3ceb376215baa66c9fea82,19,14,12,488,728,164
238,96db056f52e04dbf8faff57e2b6d6af5,82,113,1,790,652,18
239,bd15fa4652be89fd5756796333d08e44,30,29,11,959,822,221
240,2ab142e509c2d987b39be257a2ad6218,90,56,1,659,482,18
241,f221855501801b09ad74ff4da3ff5b9b,22,29,14,699,1024,286
242,41d1d069d48b3ed4f3905698e6cbe2dd,49,94,7,661,846,182
243,b7247e7bcf9e1efa93cc339e86d93d84,79,76,1,1386,1191,18
244,07aae4e68f3c044ad911c1ae965dd3c6,40,45,11,359,350,144
245,31a666248de157d91ebb1f44aac78c96,42,23,6,393,663,172
246,48dd3dbbc40b6c419dcb40b540afadd8,20,15,1,868,180,18
247,c1c03d4a787e66432fc954579db82154,86,91,23,909,1235,197
248,d22e2b39f5c1e661973727669aa0c470,92,70,1,799,627,18
249,47bf97a46e2176c029d4a8d29d005348,39,16,3,380,405,193
250,1b23f4bb5d7415d6aa3b00f5dad44b70,50,69,16,865,1078,210
251,2a35621bcc09edae15d9d0b0620310da,42,50,1,392,326,18
252,d48aec26a1a8875af418c0c2b1c2f663,8,15,13,166,526,258
253,ee60b3ce7c614efa21a985fd2163b918,83,81,1,544,488,18
254,41f2671ffebb2ea87f3d4a904db66de3,58,29,16,1025,1379,202
255,d8fe0778cf9b3c607189c75fcd192997,61,84,1,609,1156,18
256,c7150a62f6c419798d518d544c74cb3c,83,112,1,686,1176,18
257,bfaf5d9bfee0478322cd6231b304f8e2,99,84,1,898,986,18
258,7b2579a24aa2d78abb7de6472ecf315a,96,108,7,1014,1220,113
259,4b52c5bec8b78db32d7b213e58ea934e,24,53,8,832,1210,219
260,798fcfe274d63ff51c9c116f3960f859,101,91,17,664,1000,168
261,c0183069d4de2a298e27c548fa1fe0b8,49,42,15,472,454,210
262,ce79d052a7d6b1769f110db2df22a9a0,0,0,1,0,0,18
263,4677d64f934defa294c7d6b8b75718ec,26,34,2,617,704,389
264,6ecd6523856d619e5085d08d0c1e0909,13,15,1,257,459,18
265,f78ebe87f25207c56c9cccb05c00eee3,93,101,21,622,579,144
266,c2efe7319fa14159d304813c8c8b657a,43,70,14,831,871,189
267,c75747acce94a2542a5cc9c69008ce77,88,131,2,2725,1227,53
268,ec4589038d5533def4a566c9521dad8e,58,83,1,751,483,18
269,3c9e1f25edfc57e9bd6f6d1e413806e2,102,95,1,606,708,18
270,179d16a97e7178f0f5fd958a50c88c9a,36,48,10,421,541,169
271,8752991ceb35cc373ce3479ce9149f15,56,46,1,855,507,18
272,cc226ecc99e105c49455bbdceb5f11ef,63,89,20,1036,1517,128
273,66ef27030ab27cfa59f5c131c80de3dd,108,76,1,677,686,18
274,59588e2999ad3303b6109460e7af8d95,85,63,12,545,427,158
275,76ad9ec2bc256328709dd90811f85168,37,25,20,526,474,164
276,095b39bb6ff54fe354ba28197c9f17df,22,23,12,338,555,155
277,0dfcf5513900e1a2766d395616fd984f,117,110,1,1138,735,18
278,6b7dc0657b5f6a7b5290bd35c1e9f8a2,41,40,17,641,491,268
279,1f6e385e5f84e6da2986c9a3b8c6e908,12,7,4,1121,768,249
280,571fe9e3d48f2fcaa409070185d29572,21,49,1,637,1113,18
281,e5588aef252c46e9edfcb9f31775d34d,41,80,1,676,917,18
282,dba18bf4525ea12e8ef598f5a8cabb16,81,82,1,961,837,18
283,d18b03106c33958292f9aae487c6ffdf,35,76,1,319,550,18
284,7f00346e6663ae7b3411f5d310c8df70,69,48,5,658,534,207
285,367057a4b431ccfb1977c0fdbca1661d,7,15,1,194,621,18
286,b1be11432dafc1b4f3b3440eb9e227f8,69,74,12,1337,2404,139
287,db70bd50cf26a9afd131048dc00d354a,35,44,1,931,610,18
288,23c25707786819bb60f2d911f151c735,97,68,1,1083,1079,18
289,d8342347640f5c1c3b657ca2163e13dd,41,27,1,884,838,18
290,61c659f749df34beb3e85a49e025abb6,4,1,1,394,1789,18
291,e3f61bbd8a172c419a8b0eae0e062c7c,96,87,20,678,711,256
292,6eb26926b08123983b1574a7de8e7086,9,6,2,409,390,105
293,2d516a7c043a08246e107d10eea3fc4b,37,29,20,357,323,246
294,b2ad591797e6014e493d510e902ceb68,64,78,1,422,483,18
295,9e5b51551f8c70d6d8e4966fc8d1c782,24,48,1,909,868,18
296,30e80adb71acc00105e23f849729f225,28,44,1,855,2453,18
297,e654be0ef5833ea3c6dc453318889a05,72,100,5,815,732,230
298,b7ddcfee4acf155f3668a8551e17a408,70,76,1,541,499,18
299,793bcc348dde8e6926a0c87de7adc1ef,80,69,1,681,450,18
300,e8ffe04ab6590fd21d4909bac04d1637,26,50,5,812,677,132
301,8bea8f188bbd4dd9455fe44fdb503162,39,19,5,1477,473,187
302,5b5f9b81e71d3c9c71d3d03d6d6cc031,78,69,1,586,609,18
303,d98f8aadf0d39acd7872148d68fa4733,70,78,21,896,915,175
304,fd3d4a04bba2c3203f9cb6eaf081170d,56,51,1,579,731,18
305,026480ff7c7940a3aff0b4b372b61d95,23,18,12,731,793,267
306,54c7e5d970ec729879428c8deb1326d5,88,106,1,770,853,18
307,aa34a8234824d7ee79dd3d1baaf0a208,59,60,1,507,887,18
308,9f275cf972f8b17de0f33c363cf6c08f,22,13,1,405,135,18
309,030bf74d092a127322cefcffeb2fa3c2,1,0,1,116,0,18
310,74ac6d766f2d8ac611118dd26918fcc1,79,32,15,456,546,132
311,1ad044a84ade340c5e9486294ec86ca0,9,21,13,1143,383,300
312,a5c3583f6875983c11d204e03964d652,67,80,8,900,1025,263
313,dbabd4309132f1be4e01c8afea1ab57c,38,24,1,891,809,18
314,90d131f183cb129d0184a0f4470734a6,38,98,22,1094,1472,185
315,69654def27c329fc868e2cfb0d9cc41a,78,93,18,738,555,184
316,2744d64ce71e796346230a900c49cf50,16,35,1,659,386,18
317,ab9bb4564f2e9ee8641f3c414aa4cb3f,61,78,20,475,952,233
318,65b936bb6db6c15ac1dab1d79e77083e,21,24,1,878,741,18
319,0980bb3a334f892ee915afd4455ed930,114,55,1,913,769,18
320,a3f187f1425c997851af49e047b9b8a8,4,8,10,523,697,216
321,92582fcc0416b356ab6e5ccb325d2656,15,12,1,1431,1240,18
322,cec2059e7bbcc302f9b23c5327ed49ea,49,15,8,486,354,122
323,20c2acad22acf918f0e565afdb2223d7,24,48,1,413,635,74
324,350541a727b0b2337591441039d3bc5b,50,48,20,812,796,179
325,6413f2883bf7bb498cb90cec85d5e4b2,87,53,1,1010,998,18
326,600cb94e8b490e196ee894738ba106f2,30,60,1,3205,796,18
327,05219e3f1f1366e0fce726e1a375ea5d,47,46,8,666,1229,160
328,8c11a68e877cc16e0dbb16d8f55b0f26,131,102,1,890,864,18
329,1556f7c95610e64d91d0c1738a4bfa19,70,74,5,1330,1241,99
330,21de3ed6a360558dc2c5680e4db51156,38,58,1,763,549,18
331,102ccea13c322a16c725f13df490d758,43,21,1,392,276,18
332,fea71ad3b5d106ed4ffc9171dc7517d5,6,22,7,671,700,268
333,71c57fe5584de5fd5349335bed5a4790,78,69,1,689,1030,18
334,4c62e0aa5fedb9fd4ee69d54a35eaa4b,49,116,1,4458,4036,18
335,683f970bdd54fa4b0a40c211fa796722,61,39,1,644,424,18
336,0ca581f89161174a694420161504d275,88,72,1,796,775,18
337,19908766e34d098ce0c96540892dbfcb,105,69,1,2128,1571,18
338,da91eae7caa180a6be14a58f07a36115,31,81,10,766,961,232
339,cdb1c3036cde935ec20130c2a50692d0,98,101,1,934,1077,18
340,242b948fdca7873909e0fa13df88e7df,79,73,1,807,784,18
341,f1626082a0282b2742ff2f02922934a8,65,67,11,471,476,159
342,740f0b58ce813e91a9b51f85836e050d,51,7,9,377,1093,193
343,6a28f28033c5cb79602b607a84b7106b,129,145,13,918,1004,104
344,94f999ea139e2aeefe94c946cb3485ae,113,58,10,1100,806,127
345,bbb6b193fd89932b23cf23c15a77be19,54,29,1,786,359,18
346,21f6e75bbf5f462cc740dd1d51b3ff68,47,93,1,385,676,18
347,8c9d4f18562a9c678e4715af8fa9be3c,56,61,1,731,897,18
348,6aef714cb1f6b7c8616dc53a516830ee,71,72,1,675,502,18
349,e63d972677e94191a787630e55459f52,23,37,1,464,362,18
350,8afd38db2415d5f74e2ab1e29045a68b,50,39,1,476,568,18
351,736d621f7464a3704e31b150e932fa1e,32,31,2,629,680,151
352,9a1ab565db545ae2f91e17a3ee052451,39,72,5,288,406,279
353,0996f62d653fc637f1e45d52e7403c46,69,75,1,844,795,18
354,4250250636660add8ff7dd5d89e0ab26,9,5,5,559,351,298
355,da9a99d46dfbd33154ff1898c259c95b,48,54,15,420,464,207
356,a83d9227d14b57f240abd9474f4d3d53,88,46,1,971,715,18
357,266dc56eaddbf208aefae2638feaf1ff,32,40,8,502,244,263
358,43a29c69cedf780c23500455e1fd96fc,13,7,1,205,2897,18
359,241c81537598e51fb1ab7b5220d83e09,57,57,12,1000,824,189
360,dbea9840958b4f5fc47a3234fbe30dff,71,98,1,532,648,18
361,7b321ec5fea2d766675cfb3a40381976,53,43,1,790,970,18
362,a1b81125f1df5c1af2125611cefb3002,76,51,9,940,385,148
363,18331dfcbe5ee35e5e00a3972d0d8be9,19,17,1,450,358,18
364,20b270f17f5b0eef519e161ad84578cf,23,36,1,332,373,18
365,a9e1f3bc98ba84b67b0490414bf443ea,92,134,1,572,743,18
366,b6c9cc24519e6e5d9ceed7dbe3a784c4,69,33,11,651,479,147
367,c4a140b2eedcd5861778d4b49cf63d32,85,56,1,819,1013,18
368,73211080ab2b320333718fbcb8b182d6,49,55,26,321,303,240
369,eb91afbf9d51bd5647a83977cb38e2d3,37,32,6,900,986,238
370,561a6edf3c1aa9c0fbb2927b94f11fa3,100,74,22,716,564,196
371,0cd856fa7eeb5a25d8fd970a016cef2a,20,24,7,246,352,171
372,b20215140a8d06dfdb253233e0faab1c,7,3,1,401,417,18
373,ba67bc400e60569e1220fb24dfa42f0b,78,173,19,783,1077,150
374,68fd396a6258b731d8cfdf1438ec11fd,87,52,8,894,520,193
375,d0d8b6c9d7ddae719270f2c72c4e5263,93,102,1,914,762,18
376,b1f1f29441570cfe5843e40c9eed4835,58,77,1,956,667,18
377,75dff2430660dfbe2695123c7f2d86dd,23,12,6,589,492,291
378,dead713b6c00d67a05cbe05fa402d065,8,3,0,472,153,0
379,d4bfde2e670c9a533ee83f71ad31b41b,31,24,16,1224,641,470
380,45b425d9abe92ec68310a09065b71a02,82,60,1,665,647,18
